"Name";"ReleaseDate";"Action";"Adventure";"Children";"Comedy";"Crime";"Documentary";"Drama";"Fantasy";"Noir";"Horror";"Musical";"Mystery";"Romance";"SciFi";"Thriller";"War";"Western";"AvgRating";"Watches"
"1303";"Amityville 1992: It's About Time (1992)";1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.72;32
"1304";"Amityville 3-D (1983)";1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.37;43
"1305";"Amityville: Dollhouse (1996)";1996;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.68;22
"1306";"Amityville: A New Generation (1993)";1993;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.65;23
"1307";"Amityville II: The Possession (1982)";1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.11;56
"1308";"Amityville Horror, The (1979)";1979;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.94;355
"1309";"Amityville Curse, The (1990)";1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.84;25
"1310";"Blood For Dracula (Andy Warhol's Dracula) (1974)";1974;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.67;36
"1311";"April Fool's Day (1986)";1986;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;116
"1312";"Audrey Rose (1977)";1977;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.18;50
"1313";"Believers, The (1987)";1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.91;102
"1314";"Birds, The (1963)";1963;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.88;733
"1315";"Blob, The (1958)";1958;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.14;338
"1316";"Blood Beach (1981)";1981;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.71;21
"1317";"Body Parts (1991)";1991;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.24;55
"1318";"Body Snatcher, The (1945)";1945;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.56;64
"1319";"Bram Stoker's Dracula (1992)";1992;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3.34;672
"1320";"Bride of Frankenstein (1935)";1935;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.91;216
"1321";"Burnt Offerings (1976)";1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.85;53
"1322";"Candyman (1992)";1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.9;262
"1323";"Cape Fear (1991)";1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.67;687
"1324";"Cape Fear (1962)";1962;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3.92;361
"1325";"Carrie (1976)";1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.6;567
"1326";"Cat People (1982)";1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.18;174
"1327";"Nightmare on Elm Street, A (1984)";1984;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.49;451
"1328";"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)";1922;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.99;238
"1329";"Nosferatu a Venezia (1986)";1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.07;14
"1330";"Omen, The (1976)";1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.62;409
"1331";"Blood & Wine (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;35
"1332";"Albino Alligator (1996)";1996;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2.85;94
"1333";"Mirror Has Two Faces, The (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.09;188
"1334";"Breaking the Waves (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.82;267
"1335";"Nightwatch (1997)";1997;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.96;77
"1336";"Star Trek: First Contact (1996)";1996;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.71;1310
"1337";"Shine (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.81;548
"1338";"Sling Blade (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4.21;1177
"1339";"Jingle All the Way (1996)";1996;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.48;222
"1340";"Identification of a Woman (Identificazione di una donna) (1982)";1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
"1341";"Paradise Lost: The Child Murders at Robin Hood Hills (1996)";1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.21;159
"1342";"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)";1970;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;100
"1343";"Preacher's Wife, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.97;112
"1344";"Zero Kelvin (Kj?lighetens kj?ere) (1995)";1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;2
"1345";"Ridicule (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;58
"1346";"Crucible, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.19;108
"1347";"101 Dalmatians (1996)";1996;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.05;364
"1348";"Forbidden Christ, The (Cristo proibito, Il) (1950)";1950;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1349";"I Can't Sleep (J'ai pas sommeil) (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.8;5
"1350";"Die Hard 2 (1990)";1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.54;1135
"1351";"Star Trek: The Motion Picture (1979)";1979;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.14;792
"1352";"Star Trek VI: The Undiscovered Country (1991)";1991;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.41;1001
"1353";"Star Trek V: The Final Frontier (1989)";1989;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.75;613
"1354";"Star Trek: The Wrath of Khan (1982)";1982;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.88;1448
"1355";"Star Trek III: The Search for Spock (1984)";1984;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.35;927
"1356";"Star Trek IV: The Voyage Home (1986)";1986;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.66;1126
"1357";"Batman Returns (1992)";1992;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2.98;1031
"1358";"Young Guns (1988)";1988;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.42;562
"1359";"Young Guns II (1990)";1990;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.91;369
"1360";"Grease (1978)";1978;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.58;817
"1361";"Grease 2 (1982)";1982;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1.96;303
"1362";"Marked for Death (1990)";1990;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.78;127
"1363";"Adrenalin: Fear the Rush (1996)";1996;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.55;11
"1364";"Substance of Fire, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.83;6
"1365";"Under Siege (1992)";1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.27;461
"1366";"Terror in a Texas Town (1958)";1958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"1367";"Jaws (1975)";1975;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.09;1697
"1368";"Jaws 2 (1978)";1978;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.59;370
"1369";"Jaws 3-D (1983)";1983;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.85;210
"1370";"My Fellow Americans (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;121
"1371";"Mars Attacks! (1996)";1996;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;2.9;1074
"1372";"Citizen Ruth (1996)";1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.74;219
"1373";"Jerry Maguire (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.76;1353
"1374";"Raising Arizona (1987)";1987;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.02;1434
"1375";"Tin Men (1987)";1987;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.33;295
"1376";"Sneakers (1992)";1992;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;3.73;1091
"1377";"Bastard Out of Carolina (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.65;63
"1378";"In Love and War (1996)";1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3.19;63
"1379";"Marvin's Room (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;104
"1380";"Somebody is Waiting (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1381";"Ghosts of Mississippi (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;162
"1382";"Night Falls on Manhattan (1997)";1997;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.14;76
"1383";"Beavis and Butt-head Do America (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.04;475
"1384";"Ceremonie, La";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.46;24
"1385";"Scream (1996)";1996;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.58;886
"1386";"Last of the Mohicans, The (1992)";1992;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3.81;975
"1387";"Michael (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.05;392
"1388";"Evening Star, The (1996)";1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.87;90
"1389";"Hamlet (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.96;382
"1390";"Some Mother's Son (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.9;20
"1391";"Whole Wide World, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;50
"1392";"Mother (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;168
"1393";"Thieves (Voleurs, Les) (1996)";1996;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;3.56;36
"1394";"Evita (1996)";1996;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.26;282
"1395";"Portrait of a Lady, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.77;43
"1396";"Walkabout (1971)";1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.96;136
"1397";"Message to Love: The Isle of Wight Festival (1996)";1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;7
"1398";"Grateful Dead (1995)";1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.05;22
"1399";"Murder at 1600 (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.02;281
"1400";"Hearts and Minds (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.36;14
"1401";"Inside (1996)";1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1402";"Fierce Creatures (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.29;168
"1403";"Zeus and Roxanne (1997)";1997;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.52;23
"1404";"Turbulence (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.29;51
"1405";"Angel Baby (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.25;52
"1406";"Jackie Chan's First Strike (1996)";1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.31;297
"1407";"Underworld (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1
"1408";"Beverly Hills Ninja (1997)";1997;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55;232
"1409";"Metro (1997)";1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.77;100
"1410";"Machine, The (1994)";1994;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1.8;5
"1411";"Stranger, The (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
"1412";"Falling in Love Again (1980)";1980;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;9
"1413";"Cement Garden, The (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.1;21
"1414";"Dante's Peak (1997)";1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.82;321
"1415";"Meet Wally Sparks (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;46
"1416";"Amos & Andrew (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.77;81
"1417";"Benny & Joon (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.44;481
"1418";"Prefontaine (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.1;71
"1419";"Tickle in the Heart, A (1996)";1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1420";"Guantanamera (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.38;8
"1421";"McHale's Navy (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.17;156
"1422";"Kolya (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.05;189
"1423";"Gridlock'd (1997)";1997;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.37;49
"1424";"Fire on the Mountain (1996)";1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1425";"Waiting for Guffman (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.15;462
"1426";"Prisoner of the Mountains (Kavkazsky Plennik) (1996)";1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.79;14
"1427";"Beautician and the Beast, The (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.43;148
"1428";"SubUrbia (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.16;82
"1429";"Hotel de Love (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.77;22
"1430";"Pest, The (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.36;64
"1431";"Fools Rush In (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.11;266
"1432";"Touch (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.83;24
"1433";"Absolute Power (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.36;380
"1434";"That Darn Cat! (1997)";1997;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2.68;94
"1435";"Vegas Vacation (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.57;216
"1436";"Unforgotten: Twenty-Five Years After Willowbrook (1996)";1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1437";"That Old Feeling (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.03;34
"1438";"Lost Highway (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3.35;145
"1439";"Rosewood (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;126
"1440";"Donnie Brasco (1997)";1997;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.8;719
"1441";"Salut cousin! (1996)";1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1442";"Booty Call (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.56;144
"1443";"Rhyme & Reason (1997)";1997;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1
"1444";"Boys Life 2 (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;5
"1445";"City of Industry (1997)";1997;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3.25;48
"1446";"Best Men (1997)";1997;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2.83;40
"1447";"Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)";1997;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.34;146
"1448";"Kama Sutra: A Tale of Love (1996)";1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.15;81
"1449";"Private Parts (1997)";1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;499
"1450";"Love Jones (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.44;27
"1451";"Saint, The (1997)";1997;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3.2;563
"1452";"Smilla's Sense of Snow (1997)";1997;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.28;265
"1453";"Van, The (1996)";1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.33;63
"1454";"Crash (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2.76;141
"1455";"Daytrippers, The (1996)";1996;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3.7;124
"1456";"Liar Liar (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;666
"1457";"Quiet Room, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.14;7
"1458";"Selena (1997)";1997;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.07;162
"1459";"Devil's Own, The (1997)";1997;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2.86;288
"1460";"Cats Don't Dance (1997)";1997;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2.57;37
"1461";"B*A*P*S (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.81;26
"1462";"Love and Other Catastrophes (1996)";1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.29;17
"1463";"Sixth Man, The (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.47;19
"1464";"Turbo: A Power Rangers Movie (1997)";1997;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.32;44
"1465";"Anna Karenina (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.16;25
"1466";"Double Team (1997)";1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.08;48
"1467";"Inventing the Abbotts (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.14;131
"1468";"Anaconda (1997)";1997;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.2;399
"1469";"Grosse Pointe Blank (1997)";1997;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.81;1136
"1470";"Keys to Tulsa (1997)";1997;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2.61;18
"1471";"Kissed (1996)";1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.08;13
"1472";"8 Heads in a Duffel Bag (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;145
"1473";"Hollow Reed (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;16
"1474";"Paradise Road (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.33;42
"1475";"Traveller (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.31;36
"1476";"All Over Me (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.67;21
"1477";"Brother's Kiss, A (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;2
"1478";"A Chef in Love (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.58;24
"1479";"Romy and Michele's High School Reunion (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.05;755
"1480";"Temptress Moon (Feng Yue) (1996)";1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.71;7
"1481";"Volcano (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2.56;181
"1482";"Children of the Revolution (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.65;52
"1483";"Austin Powers: International Man of Mystery (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;1205
"1484";"Breakdown (1997)";1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.42;354
"1485";"Broken English (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.33;6
"1486";"Commandments (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.47;15
"1487";"Ripe (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.43;7
"1488";"Truth or Consequences, N.M. (1997)";1997;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2.63;57
"1489";"Turning, The (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1490";"Warriors of Virtue (1997)";1997;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.09;44
"1491";"Fathers' Day (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.47;88
"1492";"Fifth Element, The (1997)";1997;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.64;1377
"1493";"Intimate Relations (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"1494";"Nowhere (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.23;31
"1495";"Losing Chase (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.64;11
"1496";"Sprung (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67;6
"1497";"Promise, The (La Promesse) (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;24
"1498";"Bonheur, Le (1965)";1965;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.67;6
"1499";"Love! Valour! Compassion! (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.49;103
"1500";"Shall We Dance? (Shall We Dansu?) (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.14;350
"1501";"Second Jungle Book: Mowgli & Baloo, The (1997)";1997;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.67;6
"1502";"Twin Town (1997)";1997;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2.82;11
"1503";"Addicted to Love (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.1;240
"1504";"Brassed Off (1996)";1996;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.54;238
"1505";"Designated Mourner, The (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;7
"1506";"Lost World: Jurassic Park, The (1997)";1997;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.04;1255
"1507";"Ponette (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.07;73
"1508";"Schizopolis (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;49
"1509";"Shiloh (1997)";1997;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;37
"1510";"War at Home, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;2
"1511";"Rough Magic (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.68;19
"1512";"Trial and Error (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.7;71
"1513";"Buddy (1997)";1997;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.83;36
"1514";"Con Air (1997)";1997;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.27;954
"1515";"Late Bloomers (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;4
"1516";"Pillow Book, The (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.48;138
"1517";"To Have, or Not (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2
"1518";"Speed 2: Cruise Control (1997)";1997;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1.87;367
"1519";"Squeeze (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1520";"Sudden Manhattan (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;2
"1521";"Next Step, The (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1522";"Wedding Bell Blues (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.25;4
"1523";"Batman & Robin (1997)";1997;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2.26;606
"1524";"Dream With the Fishes (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.6;40
"1525";"Roseanna's Grave (For Roseanna) (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.83;36
"1526";"Head Above Water (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;17
"1527";"Hercules (1997)";1997;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.28;469
